id,Insult,Comment,tokens
1687,0,"""that's not a nipple fags,, it's just a crease in her jacket exposing a beige halter top underneath. kim ks nipples r fukn huge and dark like african dinner plates ud kno when you see them! trust meh""","['``', ""'s"", 'nipple', 'fags', ',', ',', ""'s"", 'crease', 'jacket', 'exposing', 'beige', 'halter', 'top', 'underneath', '.', 'kim', 'ks', 'nipples', 'r', 'fukn', 'huge', 'dark', 'like', 'african', 'dinner', 'plates', 'ud', 'kno', 'see', '!', 'trust', 'meh', ""''""]"
1688,1,"""josh you sound like a girl. seriously, stop whining yo. ""","['``', 'josh', 'sound', 'like', 'girl', '.', 'seriously', ',', 'stop', 'whining', 'yo.', '``']"
1689,0,"""get a tan? get a tan? bitch your black, i swear black people want to be and do what whites do so bad ""","['``', 'get', 'tan', '?', 'get', 'tan', '?', 'bitch', 'black', ',', 'swear', 'black', 'people', 'want', 'whites', 'bad', '``']"
1690,0,"""shooting and action motherfuckers
""","['``', 'shooting', 'action', 'motherfuckers\\n', ""''""]"
1691,0,"""ha,you all talk a load of crap,you should stick with the things you really are brilliant at.""","['``', 'ha', ',', 'talk', 'load', 'crap', ',', 'stick', 'things', 'really', 'brilliant', '.', ""''""]"
1692,1,"""can u leave black women out your mouth. even when ya'll don't date us we are still in your mouth. it's unbelievable black men. you guys act like little toddlers. accept responsibility for your screw ups. this is why nobody respects you. damn you guys are stupid mofos.""","['``', 'u', 'leave', 'black', 'women', 'mouth', '.', 'even', 'ya', ""'ll"", ""n't"", 'date', 'us', 'still', 'mouth', '.', ""'s"", 'unbelievable', 'black', 'men', '.', 'guys', 'act', 'like', 'little', 'toddlers', '.', 'accept', 'responsibility', 'screw', 'ups', '.', 'nobody', 'respects', '.', 'damn', 'guys', 'stupid', 'mofos', '.', ""''""]"
1693,0,"""fuckn loser""","['``', 'fuckn', 'loser', ""''""]"
1694,0,"""you do know that crack kills?""","['``', 'know', 'crack', 'kills', '?', ""''""]"
1695,1,"""until mommy puts you to bed that is..""","['``', 'mommy', 'puts', 'bed', '..', ""''""]"
1696,0,"""shawna, loved your boards....you must be an awesome mom!!  dennis
""","['``', 'shawna', ',', 'loved', 'boards', '....', 'must', 'awesome', 'mom', '!', '!', 'dennis\\n', ""''""]"
1697,0,"""that says more about your other players than lynch dont you think?""","['``', 'says', 'players', 'lynch', 'dont', 'think', '?', ""''""]"
1698,0,"""thought maybe you were in the market :)""","['``', 'thought', 'maybe', 'market', ':', ')', ""''""]"
1699,1,"""i seriously dislike hypocrites like him. his fans keeping defending him, but he still is a major hypocrite. if he is homophobic, he shouldn't be all touchy with the other member like that, acting gay and denying homosexuals is stupidity. i wish people were more open-minded...""","['``', 'seriously', 'dislike', 'hypocrites', 'like', '.', 'fans', 'keeping', 'defending', ',', 'still', 'major', 'hypocrite', '.', 'homophobic', ',', ""n't"", 'touchy', 'member', 'like', ',', '\\xa0acting', 'gay', 'denying', 'homosexuals', 'stupidity', '.', 'wish', 'people', 'open-minded', '...', ""''""]"
1700,0,"""get em xd, you are batting 1000!!!""","['``', 'get', 'em', 'xd', ',', 'batting', '1000', '!', '!', '!', ""''""]"
1701,0,"""i hate both of you lucky bastards, i wanna go to e3! :(""","['``', 'hate', 'lucky', 'bastards', ',', 'wan', 'na', 'go', 'e3', '!', ':', '(', '``']"
1702,0,"""stoudamire was a freaking beast what are you talking about?""","['``', 'stoudamire', 'freaking', 'beast', 'talking', '?', ""''""]"
1703,0,"""that's what i love about mad men: it erases all that nostalgia and makes you realize what a shit sandwich the olden days really were.""","['``', ""'s"", 'love', 'mad', 'men', ':', 'erases', 'nostalgia', 'makes', 'realize', 'shit', 'sandwich', 'olden', 'days', 'really', '.', ""''""]"
1704,1,"""yes we are insignificant to your economy, so what are you doing here. shut up and go bother the big boys. we don't matter to you and you don't matter to us. estupido!""","['``', 'yes', 'insignificant', 'economy', ',', '.', 'shut', 'go', 'bother', 'big', 'boys', '.', ""n't"", 'matter', ""n't"", 'matter', 'us', '.', 'estupido', '!', ""''""]"
1705,0,"""thanks for the repin. are you going to emerson?""","['``', 'thanks', 'repin', '.', 'going', 'emerson', '?', ""''""]"
1706,1,"""making fun of you would be too easy.""","['``', 'making', 'fun', 'would', 'easy', '.', ""''""]"
1707,1,"""and yet you are still a dumbshit? ""","['``', 'yet', 'still', 'dumbshit', '?', '\\xa0', ""''""]"
1708,1,"""you're an idiot""","['``', ""'re"", 'idiot', ""''""]"
1709,1,"""what is your point white troll???""","['``', 'point', 'white', 'troll', '?', '?', '?', ""''""]"
1710,0,"""so the fake one then?""","['``', 'fake', 'one', '?', ""''""]"
1711,1,"""you're lame. ""","['``', ""'re"", 'lame.', '``']"
1712,1,"""hey goddamn faggot keep your jacking off comments to yourself please. thanks, you can keep holding your dick too.  (actually what you said was cool just way too fag- but you know that, since you are)""","['``', 'hey', 'goddamn', 'faggot', 'keep', 'jacking', 'comments', 'please.\\xa0thanks', ',', 'keep', 'holding', 'dick', 'too.\\xa0', '(', 'actually', 'said', 'cool', 'way', 'fag-', 'know', ',', 'since', ')', ""''""]"
1713,0,"""you must be a veteran celtic fan.  ""","['``', 'must', 'veteran', 'celtic', 'fan.', '``']"
1714,0,"""are you drunk??????????""","['``', 'drunk', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', ""''""]"
1715,0,"""you're right""","['``', ""'re"", 'right', ""''""]"
1716,1,"""do you ever get out of your moms basement?""","['``', 'ever', 'get', 'moms', 'basement', '?', ""''""]"
1717,0,"""are you  kidding?""","['``', 'kidding', '?', ""''""]"
1718,0,"""because we are not going to do your work for you!""","['``', 'going', 'work', '!', ""''""]"
1719,0,"""are you lost?""","['``', 'lost', '?', ""''""]"
1720,0,"""ms. pelosi, you are a f^%#*@g idiot!""","['``', 'ms.', 'pelosi', ',', 'f^', '%', '#', '*', '@', 'g', 'idiot', '!', ""''""]"
1721,1,"""you should be embarrassed by not recognizing how ignorant you sound.  and probably are.""","['``', 'embarrassed', 'recognizing', 'ignorant', 'sound.\\xa0', 'probably', '.', ""''""]"
1722,0,"""thousands* philosophy and religion go back to the beginning of our existence ""","['``', 'thousands', '*', 'philosophy', 'religion', 'go', 'back', 'beginning', 'existence', '``']"
1723,0,"""why you gotta say black? why couldn't you just say the average person. you were trying to make someone feel stupid but you just made yourself look stupid. (typical society) ""","['``', 'got', 'ta', 'say', 'black', '?', 'could', ""n't"", 'say', 'average', 'person', '.', 'trying', 'make', 'someone', 'feel', 'stupid', 'made', 'look', 'stupid', '.', '(', 'typical\\xa0society', ')', '\\xa0', ""''""]"
1724,1,"""are you f*cking serious. goddamn it""","['``', 'f', '*', 'cking', 'serious', '.', 'goddamn', ""''""]"
1725,0,"""if these fucking ""brick and mortar"" stores weren't 60% higher than online prices, then yes, i would use my local economy. but the fact is, they bitched and moaned about how they are treated unfair, and this is the fruits of their labor.

frankly, all politicians need to be ousted!""","['``', 'fucking', '``', 'brick', 'mortar', ""''"", 'stores', ""n't"", '60', '%', 'higher', 'online', 'prices', ',', 'yes', ',', 'would', 'use', 'local', 'economy', '.', 'fact', ',', 'bitched', 'moaned', 'treated', 'unfair', ',', 'fruits', 'labor.\\n\\nfrankly', ',', 'politicians', 'need', 'ousted', '!', ""''""]"
1726,1,"""to chindokae: you are dumber than zimmerman.""","['``', 'chindokae', ':', 'dumber', 'zimmerman', '.', ""''""]"
1727,1,"""are you mad ????""","['``', 'mad', '?', '?', '?', '?', ""''""]"
1728,0,""" ah good, we didn't have enough people bitching about girls in the comment section for reviews on that show.""","['``', '\\xa0ah', 'good', ',', ""n't"", 'enough', 'people', 'bitching', 'girls', 'comment', 'section', 'reviews', 'show', '.', ""''""]"
1729,1,"""you are just the modern day einstein...""","['``', 'modern', 'day', 'einstein', '...', ""''""]"
1730,1,"""and i smell a dumb $hit. oh it's just you and your stupid post.. what a moron!""","['``', 'smell', 'dumb', '$', 'hit', '.', 'oh', ""'s"", 'stupid', 'post', '..', 'moron', '!', ""''""]"
1731,0,"""<p>cry cry cry</p>
<p>whaaaaa you guys are mean to obama </p>
<p>*sniffles*</p>
<p>stop being so mean </p>""","['``', '<', 'p', '>', 'cry', 'cry', 'cry', '<', '/p', '>', '\\n', '<', 'p', '>', 'whaaaaa', 'guys', 'mean', 'obama', '<', '/p', '>', '\\n', '<', 'p', '>', '*', 'sniffles', '*', '<', '/p', '>', '\\n', '<', 'p', '>', 'stop', 'mean', '<', '/p', '>', ""''""]"
1732,1,"""why are you putting words in my mouth? i would best you senseless using your skateboard ""","['``', 'putting', 'words', 'mouth', '?', 'would', 'best', 'senseless', 'using', 'skateboard', '``']"
1733,0,"""it was crap then too.  whats your point?""","['``', 'crap', '.', 'whats', 'point', '?', ""''""]"
1734,1,"""see, you're nothing but a dumbаss.""","['``', 'see', ',', ""'re"", 'nothing', 'dumb\\u0430ss', '.', ""''""]"
1735,1,""" dumbshit motherfucker
""","['``', '\\xa0dumbshit', 'motherfucker\\n', ""''""]"
1736,1,"""have fun dieing early fatty.  your non-meat diet isn't saving you from atherosclerosis.

""","['``', 'fun', 'dieing', 'early', 'fatty.\\xa0', 'non-meat', 'diet', ""n't"", 'saving', 'atherosclerosis.\\n\\n', ""''""]"
1737,1,"""i'm stupid?  have you read your nonsensical comment, based on presumptions you've pulled from your hat?  ""","['``', ""'m"", 'stupid', '?', '\\xa0have', 'read', 'nonsensical', 'comment', ',', 'based', 'presumptions', ""'ve"", 'pulled', 'hat', '?', '\\xa0', ""''""]"
1738,1,"""like if you have a diploma (of any kind).
comment if your getting money with that white (coke) and it's mob (money over bitches) and stop snitchin or making a rap career""","['``', 'like', 'diploma', '(', 'kind', ')', '.\\ncomment', 'getting', 'money', 'white', '(', 'coke', ')', ""'s"", 'mob', '(', 'money', 'bitches', ')', 'stop', 'snitchin', 'making', 'rap', 'career', ""''""]"
1739,1,"""you are a  sick breed...""","['``', '\\xa0sick', 'breed', '...', ""''""]"
1740,1,"""""monkeyboy""?

get back to your klan meeting, scumbag.""","['``', '``', 'monkeyboy', ""''"", '?', '\\n\\nget', 'back', 'klan', 'meeting', ',', 'scumbag', '.', ""''""]"
1741,0,""" cos'era la veglia funebre della lingua italiana?""","['``', ""\\xa0cos'era"", 'la', 'veglia', 'funebre', 'della', 'lingua', 'italiana', '?', ""''""]"
1742,0,"""lol, my you are just a bitter person arent' you?   he's wealthy, others aren't.  that is life and we all know life isn't always fair.  he is also not the only wealthy person serving in the forces but your anger won't let you see common sense.""","['``', 'lol', ',', 'bitter', 'person', 'arent', ""'"", '?', ""'s"", 'wealthy', ',', 'others', ""n't"", '.', 'life', 'know', 'life', ""n't"", 'always', 'fair', '.', 'also', 'wealthy', 'person', 'serving', 'forces', 'anger', 'wo', ""n't"", 'let', 'see', 'common', 'sense', '.', ""''""]"
1743,0,"""sunnah or later, you'll be in a burka! (:)""","['``', 'sunnah', 'later', ',', ""'ll"", 'burka', '!', '(', ':', ')', ""''""]"
1744,0,"""you still lose your license and all that.""","['``', 'still', 'lose', 'license', '.', ""''""]"
1745,0,"""man i love your comment it made me laugh so hard and you are right.""","['``', 'man', 'love', 'comment', 'made', 'laugh', 'hard', 'right', '.', ""''""]"
1746,1,"""filthy fucking muslim""","['``', 'filthy', 'fucking', 'muslim', ""''""]"
1747,0,"""not as much as you're school system.""","['``', 'much', ""'re"", 'school', 'system', '.', ""''""]"
1748,1,"""fuck you claude giroux""","['``', 'fuck', 'claude', 'giroux', ""''""]"
1749,1,"""you are an idiot!  a racist idiot!""","['``', 'idiot', '!', 'racist', 'idiot', '!', ""''""]"
1750,1,"""@knives; i'm a male in my 50's and i think you are a nasty piece of work if you honestly believe what you wrote. does that count?""","['``', '@', 'knives', ';', ""'m"", 'male', '50', ""'s"", 'think', 'nasty', 'piece', 'work', 'honestly', 'believe', 'wrote', '.', 'count', '?', ""''""]"
1751,0,"""what the hell are you talking about""","['``', 'hell', 'talking', ""''""]"
1752,0,"""obviously you missed being a victim.""","['``', 'obviously', 'missed', 'victim', '.', ""''""]"
1753,0,"""@susan snyder this would be perfect for your kitty!!""","['``', '@', 'susan', 'snyder', 'would', 'perfect', 'kitty', '!', '!', ""''""]"
1754,1,""" you are also stupid!!!! geeesh!""","['``', '\\xa0you', 'also', 'stupid', '!', '!', '!', '!', 'geeesh', '!', ""''""]"
1755,0,"""get your wings was so much better.&nbsp;""","['``', 'get', 'wings', 'much', 'better.', '&', 'nbsp', ';', ""''""]"
1756,1,"""you're a real gashole, you know that?""","['``', ""'re"", 'real', 'gashole', ',', 'know', '?', ""''""]"
1757,1,"""i was born in puerto rico and i don't speak fuckin spanish fuck outta here bitch i understood every word u said too smmfh eat some food put some pounds on and get it right ""","['``', 'born', 'puerto', 'rico', ""n't"", 'speak', 'fuckin', 'spanish', 'fuck', 'outta', 'bitch', 'understood', 'every', 'word', 'u', 'said', 'smmfh', 'eat', 'food', 'put', 'pounds', 'get', 'right', '``']"
1758,1,"""what is a hater? only a moron uses that term, making you a moron. 

i don't like when it rains, am i just a rain hater?

""","['``', 'hater', '?', 'moron', 'uses', 'term', ',', 'making', 'moron', '.', '\\n\\ni', ""n't"", 'like', 'rains', ',', 'rain', 'hater', '?', '\\n\\n', ""''""]"
1759,1,"""when you're as fat as coffey..that tends to happen.""","['``', ""'re"", 'fat', 'coffey', '..', 'tends', 'happen', '.', ""''""]"
1760,0,"""manny was a beast.

wtf are you talking about?""","['``', 'manny', 'beast.\\n\\nwtf', 'talking', '?', ""''""]"
1761,0,""" we need to stop make only daughters for white men who will be just strippers, white man's porno whores or babymamas for white race. make more real dark/brown skin black sons for black race only when real black ppl and african/black culture still alive in this world! fuck racist whites and their dumb whores! ""","['``', '\\xa0we', 'need', 'stop', 'make', 'daughters', 'white', 'men', 'strippers', ',', 'white', 'man', ""'s"", 'porno', 'whores', 'babymamas', 'white', 'race', '.', 'make', 'real', 'dark/brown', 'skin', 'black', 'sons', 'black', 'race', 'real', 'black', 'ppl', 'african/black', 'culture', 'still', 'alive', 'world', '!', 'fuck', 'racist', 'whites', 'dumb', 'whores', '!', '``']"
1762,1,"""not when is said by another white person you muppet. 5-2 and gunning for jew. play your cards now.""","['``', 'said', 'another', 'white', 'person', 'muppet', '.', '5-2', 'gunning', 'jew', '.', 'play', 'cards', '.', ""''""]"
1763,1,"""dude you are fat""","['``', 'dude', 'fat', ""''""]"
1764,1,"""you're dumb then.""","['``', ""'re"", 'dumb', '.', ""''""]"
1765,1,"""max are you tacoboy""","['``', 'max', 'tacoboy', ""''""]"
1766,1,"""seriously, like your own posts faster...it's not obv at all""","['``', 'seriously', ',', 'like', 'posts', 'faster', '...', ""'s"", 'obv', ""''""]"
1767,0,""" you are?""","['``', '\\xa0you', '?', ""''""]"
1768,1,"""ok. you are a complete retard. re-read what you just said about a ""bullpen"". you know nothing about baseball!""","['``', 'ok.', 'complete', 'retard', '.', 're-read', 'said', '``', 'bullpen', ""''"", '.', 'know', 'nothing', 'baseball', '!', ""''""]"
1769,0,"""what are you supposed to do. politely ask them to stop. i get what your saying, but the coin has two sides.""","['``', 'supposed', '.', 'politely', 'ask', 'stop', '.', 'get', 'saying', ',', 'coin', 'two', 'sides', '.', ""''""]"
1770,1,"""very stupid comment you would think it was made with a dick right inside your asshole...if you start calling people kale, kuks and luos t then you are not suppose even to call yourself a kenyan. in mombasa i would have told you...sura kama varanda ya kuma...ngombe..tribal chieftain in a dark coat..""","['``', 'stupid', 'comment', 'would', 'think', 'made', 'dick', 'right', 'inside', 'asshole', '...', 'start', 'calling', 'people', 'kale', ',', 'kuks', 'luos', 'suppose', 'even', 'call', 'kenyan', '.', 'mombasa', 'would', 'told', '...', 'sura', 'kama', 'varanda', 'ya', 'kuma', '...', 'ngombe', '..', 'tribal', 'chieftain', 'dark', 'coat', '..', ""''""]"
